BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Ripple Creek Farm,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2014-01-18,2014-01-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Rio Valley,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-21,2021-10-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Repared For Food Basics / Prepare  Pour  Food Basics,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-04,2019-10-04,0.0,1,0,0,0,100.0,0.0,0.0,0.0
1St Choice,1,1,1,1,microbiological (quality) molds,Class III,Spring,2019-05-07,2019-05-07,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Reddi Snack,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-01,2011-09-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Reddisnack,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
"4"" Of Pleasure / « 4"" Of Pleasure  »",1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Del Zotto And Son Butcher Shop,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Reg'S Homestyle Meats And Deli,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Del Monte,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2016-02-18,2016-02-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Deep Bay,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-06-01,2017-06-01,0.0,0,0,1,0,0.0,0.0,100.0,0.0
David Roberts Food Corporation,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-24,2018-01-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Zabiha Halal,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Daryani Fine Bakery (Toronto),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-10,2017-05-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Rio Blue,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-21,2021-10-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Dar Al Assala,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2011-05-11,2011-05-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Restaurant Maman Fournier,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-26,2014-03-26,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Reuven International Ltd,1,1,1,1,microbiological (pathogenic) listeria,Class II,Summer,2019-08-21,2019-08-21,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Reuven International Ltd.,1,1,1,1,microbiological (pathogenic) listeria,Class II,Summer,2019-08-21,2019-08-21,0.0,0,1,0,0,0.0,100.0,0.0,0.0
50 Point Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Dan-D-Organic,1,1,1,1,microbiological (quality) molds,Class III,Fall,2011-11-09,2011-11-09,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Dan-D Pak,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2023-07-18,2023-07-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Richardson'S Farm Market,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2011-11-18,2011-11-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Riga Farms,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-28,2021-10-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Rimbey Foods Ltd.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2018-04-27,2018-04-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Country Bulk,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-14,2017-06-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Réserve Festive,1,1,1,1,microbiological (quality) yeasts,Class III,Winter,2024-01-10,2024-01-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Club House,1,1,1,1,microbiological (quality) molds,Class III,Winter,2016-12-22,2016-12-22,0.0,0,0,1,0,0.0,0.0,100.0,0.0
S & F,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2018-11-28,2018-11-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sawler,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2018-01-31,2018-01-31,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sawlers,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2018-02-07,2018-02-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Acadian Gold Oysters / « Acadian Gold Oysters »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sawmill Bay Dd,1,1,1,1,microbiological (other),Class III,Spring,2022-04-13,2022-04-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Xl Foods Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Coffret De L'Acadie,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Xl Foods Inc,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Acadian King Oysters,1,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2018-10-04,2018-10-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sawmill Bay Shellfish,1,1,1,1,microbiological (other),Class II,Winter,2020-02-22,2020-02-22,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Acadian Pearl Oysters,1,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2018-10-04,2018-10-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sawmill Bay Shellfish Co. Ltd.,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-08-08,2017-08-08,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Coconut Tree,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-24,2018-01-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sawmill Bay X Smalls,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Acadian Pearl Oysters / « Acadian Pearl Oysters »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Wright Bros.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Wow! Factor Desserts,1,1,1,1,microbiological (virus) norovirus,Class I,Summer,2023-07-04,2023-07-04,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sawmill Bay Xsmall,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Allspices Food,1,1,1,1,microbiological (other),Class III,Fall,2021-10-15,2021-10-15,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Scarpone'S Italian Store,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2020-01-12,2020-01-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Schneiders,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cmp Meats,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-17,2019-10-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Schofferhofer,1,1,1,1,microbiological (other),Class III,Fall,2017-11-03,2017-11-03,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Schwartz'S At Home / Schwartz'S À La Maison,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-11-13,2013-11-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Commisso Meat,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Commisso'S,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Community Naturals,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Contimax,1,1,1,1,microbiological (pathogenic) listeria,Class III,Spring,2014-03-13,2014-03-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
S.C.A. De L'Île-Aux-Grues,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-09-13,2013-09-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Your Community Grocer,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-12,2011-09-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Coop Atlantic,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-01,2012-10-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Ying Ying Soy Food,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2021-08-18,2021-08-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sadis,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-10-25,2012-10-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Coop,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-28,2012-09-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Saigon Soul Food,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2015-10-20,2015-10-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cookin' Greens Organic,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-05-06,2016-05-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sakellis Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-08,2012-08-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Cooke'S Cove,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Fall,2017-09-29,2017-09-29,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Conte'S,1,1,1,1,microbiological (pathogenic) salmonella,Class III,Fall,2015-11-13,2015-11-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sans Nom / No Name,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-11-19,2020-11-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Concord Food Centre,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Yannick Fromagerie,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-10-14,2020-10-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Salba,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2015-12-09,2015-12-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Salish Sea,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-06-01,2017-06-01,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Compliments Balance / Équilibre,1,1,1,1,microbiological (other),Class III,Spring,2013-05-31,2013-05-31,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Salmon Village,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2019-01-17,2019-01-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Compass,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2012-12-01,2012-12-01,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sandhill,1,1,1,1,microbiological (quality) yeasts,Class III,Fall,2023-09-08,2023-09-08,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sandhills Point,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Fall,2017-09-29,2017-09-29,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sandy View Farms,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Casamadaio,1,1,1,1,"microbiological (pathogenic) staphylococcus aureus, microbiological (quality) generic e.coli",Class II,Winter,2019-12-20,2019-12-20,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sss,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2023-07-28,2023-07-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
South Florida Produce,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2012-03-29,2012-03-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Belle Grove,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2021-01-08,2021-01-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Soup Boy,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2015-05-13,2015-05-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Beverley Meats,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2011-08-19,2011-08-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Village Cheese Company,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Winter,2018-01-15,2018-01-15,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Thomas Bros. Farm Market,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2012-07-06,2012-07-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Betty Crocker Super Moist,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Summer,2016-07-11,2016-07-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Berthelet,1,1,1,1,microbiological (other),Class III,Winter,2011-12-09,2011-12-09,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Berchicci,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2017-05-02,2017-05-02,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Belvita Breakfast,1,1,1,1,microbiological (quality) molds,Class III,Fall,2016-09-16,2016-09-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Timothy'S,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-01,2019-10-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Belvario,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-05-19,2017-05-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Tit-Bit,1,1,1,1,microbiological (pathogenic) bacillus cereus,Class II,Summer,2023-06-08,2023-06-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
The Queensland Beef Processing Co. Pty Ltd.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2016-11-12,2016-11-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Belich'S Market,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-04-01,2014-04-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bay Enterprises Ltd.,1,1,1,1,microbiological (quality) generic e.coli,Class II,Spring,2015-05-29,2015-05-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Bavarian Link Meat Products Ltd.,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2014-10-18,2014-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tootsi,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-16,2021-11-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Venetian Meats,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2022-12-19,2022-12-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Top Dessert,1,1,1,1,microbiological (other),Class III,Summer,2017-08-11,2017-08-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Top Grass Cattle Company,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-07,2019-10-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Top Meadow,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-22,2019-10-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Topo,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2011-07-26,2011-07-26,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Toppers,1,1,1,1,microbiological (quality) molds,Class III,Fall,2015-11-17,2015-11-17,0.0,0,0,1,0,0.0,0.0,100.0,0.0
The Snack Co. (Company),1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2017-12-27,2017-12-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Produce Stand,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2011-05-07,2011-05-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Toppits,1,1,1,1,microbiological (pathogenic) listeria,Class II,Spring,2019-05-07,2019-05-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Viandes Giroux Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2012-01-13,2012-01-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Terrafibre,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-08,2021-11-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Thai Kitchen,1,1,1,1,microbiological (undetermined),Class III,Spring,2014-04-04,2014-04-04,0.0,0,0,1,0,0.0,0.0,100.0,0.0
The Apple Market (Mississauga),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Viandes Vp Meats,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-09-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Viandes Mustafa,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-05,2019-10-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Birtch Farms,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2012-11-19,2012-11-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Central Butcher,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Army Brand,1,1,1,1,microbiological (other),Class III,Summer,2011-06-29,2011-06-29,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Bio Busti,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2019-01-14,2019-01-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Farm La Granja,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2018-10-09,2018-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Arsam Spices,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-09,2012-08-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Beverly Meats,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2011-08-17,2011-08-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Verstegen,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2022-04-08,2022-04-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
The G.I. Salmon Shop,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2012-02-25,2012-02-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bick'S,1,1,1,1,microbiological (other),Class III,Spring,2013-04-10,2013-04-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
"Bick""S",1,1,1,1,microbiological (other),Class III,Summer,2011-07-27,2011-07-27,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Artisan Farms (Bruce Valley),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-25,2019-10-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Honest Leaf,1,1,1,1,microbiological (pathogenic) salmonella,Class III,Summer,2016-06-28,2016-06-28,0.0,0,0,1,0,0.0,0.0,100.0,0.0
The King Of The Blues,1,1,1,1,microbiological (quality) molds,Class III,Winter,2020-02-06,2020-02-06,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Bib'S Blue Cheese,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-09-27,2013-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Kitchen- Prepared For Longo'S / The Kitchen -Prepare Pour Longo'S,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-08,2019-10-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
The Meat House,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Venetian,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2019-10-16,2019-10-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Battaglia'S Lorne Park Marketplace,1,1,1,1,microbiological (virus) norovirus,Class I,Summer,2023-06-13,2023-06-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
South Island,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2023-11-17,2023-11-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Veg Pak,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2019-01-22,2019-01-22,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Unisoya,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2021-09-24,2021-09-24,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Unjhaspice,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2021-07-11,2021-07-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Unreal,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-10-20,2022-10-20,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Aucune - The Hungary Butcher,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-17,2019-10-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Aucun,1,1,1,1,microbiological (other),Class II,Winter,2020-02-22,2020-02-22,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Veg-Pak Produce Ltd.,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2016-07-06,2016-07-06,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Vadilal,1,1,1,1,microbiological (quality) acc,Class III,Winter,2014-12-29,2014-12-29,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Atlantic Veal & Lamb,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Spring,2017-03-14,2017-03-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Veg-Pak Produce,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2012-03-29,2012-03-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Valley Custom Cutting,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-15,2019-10-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Valli,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-08,2012-08-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Unico,1,1,1,1,microbiological (other),Class II,Spring,2015-05-07,2015-05-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Atkins & Frères,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-15,2016-06-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Atkins,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-05,2016-06-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Vannee Meat & Poultry Ltd.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Vantage Foods,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Summer,2017-06-14,2017-06-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Various,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Various / Divers,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-10-23,2013-10-23,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Various / Variée,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-21,2021-10-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Assala,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2020-12-22,2020-12-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Variée / Various,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-21,2021-10-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Arz Fine Foods,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Aucune / None - Préparé Pour / Prepared For : Ali-Pro Distributions,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2020-04-30,2020-04-30,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Aurora,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2015-03-24,2015-03-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Tostitos,1,1,1,1,microbiological (other),Class III,Fall,2019-09-10,2019-09-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Baby'S Choice,1,1,1,1,microbiological (other),Class III,Fall,2012-09-05,2012-09-05,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Bassé Alive,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-02,2016-06-02,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tousain,1,1,1,1,microbiological (other),Class III,Spring,2015-04-10,2015-04-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Barstool,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2021-06-14,2021-06-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Veggie Patch,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-11-30,2012-11-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
